pattern_num,pt_num,r,p,yaw,obs_x,obs_y,err_x,err_y
5,12,0.00445726,3.18597,-0.132194,913.002,533.341,-0.00219727,-0.241516
5,13,0.00445726,3.18597,-0.132194,912.449,689.496,-0.250488,-0.0583496
5,14,0.00445726,3.18597,-0.132194,912.251,846.318,-0.196045,-0.0248413
5,15,0.00445726,3.18597,-0.132194,911.988,1004.07,-0.257202,0.16803
5,16,0.00445726,3.18597,-0.132194,834.116,456.676,-0.227661,-0.133636
5,17,0.00445726,3.18597,-0.132194,833.643,612.099,-0.180847,-0.160767
5,18,0.00445726,3.18597,-0.132194,833.075,768.404,-0.288452,-0.139587
5,19,0.00445726,3.18597,-0.132194,832.655,925.635,-0.305603,0.0134277
5,20,0.00445726,3.18597,-0.132194,755.069,535.118,-0.200684,-0.183167
5,21,0.00445726,3.18597,-0.132194,754.278,690.94,-0.316467,-0.128113
5,22,0.00445726,3.18597,-0.132194,753.776,847.773,-0.208557,0.125061
5,23,0.00445726,3.18597,-0.132194,752.978,1005.3,-0.46283,0.300415
5,24,0.00445726,3.18597,-0.132194,676.746,458.527,-0.299927,-0.159058
5,25,0.00445726,3.18597,-0.132194,675.845,613.813,-0.306763,-0.111938
5,26,0.00445726,3.18597,-0.132194,674.947,769.956,-0.381348,-0.0391235
5,27,0.00445726,3.18597,-0.132194,674.134,926.861,-0.443237,0.00396729
6,0,0.00484567,3.18816,-0.130276,1349.32,455.131,0.209229,-0.935913
6,1,0.00484567,3.18816,-0.130276,1350.3,610.885,0.454712,-0.752502
6,2,0.00484567,3.18816,-0.130276,1350.97,767.561,0.371826,-0.4729
6,3,0.00484567,3.18816,-0.130276,1351.65,924.936,0.289062,-0.281128
6,4,0.00484567,3.18816,-0.130276,1270.45,533.931,0.210205,-0.547363
6,5,0.00484567,3.18816,-0.130276,1271.08,689.807,0.275024,-0.576172
6,6,0.00484567,3.18816,-0.130276,1271.59,846.884,0.202271,-0.209595
6,7,0.00484567,3.18816,-0.130276,1272.13,1004.65,0.147339,0.0838013
6,8,0.00484567,3.18816,-0.130276,1191.02,457.174,0.0963135,-0.468292
6,9,0.00484567,3.18816,-0.130276,1191.37,612.61,0.0814209,-0.432373
6,10,0.00484567,3.18816,-0.130276,1191.78,769.107,0.102661,-0.159851
6,11,0.00484567,3.18816,-0.130276,1192.03,926.181,-0.0697021,-0.0957031
6,12,0.00484567,3.18816,-0.130276,1112.04,535.729,-0.0319824,-0.293579
6,13,0.00484567,3.18816,-0.130276,1111.97,691.641,-0.288452,-0.1073
6,14,0.00484567,3.18816,-0.130276,1112.29,848.222,-0.196289,-0.0567017
6,15,0.00484567,3.18816,-0.130276,1112.52,1005.73,-0.223389,0.152344
6,16,0.00484567,3.18816,-0.130276,1032.89,459.147,-0.250244,-0.184296
6,17,0.00484567,3.18816,-0.130276,1032.95,614.35,-0.181152,-0.197144
6,18,0.00484567,3.18816,-0.130276,1032.82,770.418,-0.338867,-0.167969
6,19,0.00484567,3.18816,-0.130276,1032.9,927.416,-0.330933,0.00891113
6,20,0.00484567,3.18816,-0.130276,954.05,537.461,-0.257996,-0.211121
6,21,0.00484567,3.18816,-0.130276,953.789,693.055,-0.344543,-0.151184
6,22,0.00484567,3.18816,-0.130276,953.725,849.649,-0.28241,0.107361
6,23,0.00484567,3.18816,-0.130276,953.402,1006.95,-0.526978,0.313904
6,24,0.00484567,3.18816,-0.130276,875.423,460.92,-0.374512,-0.212555
6,25,0.00484567,3.18816,-0.130276,875.036,616.039,-0.377625,-0.11145
6,26,0.00484567,3.18816,-0.130276,874.635,771.937,-0.449524,-0.0501709
6,27,0.00484567,3.18816,-0.130276,874.308,928.595,-0.502319,-0.0107422
7,0,0.00514302,3.1867,-0.134439,1380.49,732.625,0.320435,-0.941467
7,1,0.00514302,3.1867,-0.134439,1381.56,889.131,0.516357,-0.740112
7,2,0.00514302,3.1867,-0.134439,1382.28,1046.51,0.35437,-0.429565
7,3,0.00514302,3.1867,-0.134439,1383.09,1204.55,0.266479,-0.187378
7,4,0.00514302,3.1867,-0.134439,1301.64,811.655,0.271851,-0.547729
7,5,0.00514302,3.1867,-0.134439,1302.32,968.301,0.258301,-0.515015
7,6,0.00514302,3.1867,-0.134439,1303.01,1126.04,0.226807,-0.131592
7,7,0.00514302,3.1867,-0.134439,1303.61,1284.42,0.088623,0.184814
7,8,0.00514302,3.1867,-0.134439,1222.11,734.362,0.157471,-0.471436
7,9,0.00514302,3.1867,-0.134439,1222.57,890.647,0.105591,-0.327637
7,10,0.00514302,3.1867,-0.134439,1223.09,1047.77,0.0838623,-0.106079
7,11,0.00514302,3.1867,-0.134439,1223.47,1205.52,-0.101807,0.00939941
7,12,0.00514302,3.1867,-0.134439,1143.14,813.161,-0.0126953,-0.267944
7,13,0.00514302,3.1867,-0.134439,1143.22,969.857,-0.284546,-0.0114746
7,14,0.00514302,3.1867,-0.134439,1143.66,1127.09,-0.22522,0.0349121
7,15,0.00514302,3.1867,-0.134439,1144,1285.17,-0.296265,0.229126
7,16,0.00514302,3.1867,-0.134439,1063.9,736.052,-0.212646,-0.137024
7,17,0.00514302,3.1867,-0.134439,1064.06,892.022,-0.216553,-0.128357
7,18,0.00514302,3.1867,-0.134439,1064.1,1048.8,-0.371582,-0.0727539
7,19,0.00514302,3.1867,-0.134439,1064.32,1206.44,-0.388428,0.116577
7,20,0.00514302,3.1867,-0.134439,985.068,814.547,-0.264221,-0.187012
7,21,0.00514302,3.1867,-0.134439,984.944,970.878,-0.392395,-0.108032
7,22,0.00514302,3.1867,-0.134439,985.074,1128.18,-0.311829,0.199341
7,23,0.00514302,3.1867,-0.134439,984.879,1286.08,-0.602478,0.408691
7,24,0.00514302,3.1867,-0.134439,906.341,737.465,-0.351501,-0.165222
7,25,0.00514302,3.1867,-0.134439,906.12,893.362,-0.376648,-0.0350952
7,26,0.00514302,3.1867,-0.134439,905.883,1049.98,-0.470459,0.0576172
7,27,0.00514302,3.1867,-0.134439,905.712,1207.33,-0.55188,0.15918
8,0,0.00460796,3.18531,-0.136102,1184.48,731.752,0.287109,-0.833191
8,1,0.00460796,3.18531,-0.136102,1185.05,888.695,0.473511,-0.597778
8,2,0.00460796,3.18531,-0.136102,1185.31,1046.45,0.314697,-0.323853
8,3,0.00460796,3.18531,-0.136102,1185.67,1204.86,0.234009,-0.140747
8,4,0.00460796,3.18531,-0.136102,1105.3,810.961,0.261841,-0.47998
8,5,0.00460796,3.18531,-0.136102,1105.51,968.006,0.250854,-0.44873
8,6,0.00460796,3.18531,-0.136102,1105.67,1126.17,0.154297,-0.0524902
8,7,0.00460796,3.18531,-0.136102,1105.88,1284.91,0.0715332,0.200439
8,8,0.00460796,3.18531,-0.136102,1025.96,733.494,0.167847,-0.404602
8,9,0.00460796,3.18531,-0.136102,1025.91,890.149,0.0930176,-0.277954
8,10,0.00460796,3.18531,-0.136102,1025.98,1047.68,0.0911865,-0.0472412
8,11,0.00460796,3.18531,-0.136102,1025.86,1205.79,-0.129639,0.0175781
8,12,0.00460796,3.18531,-0.136102,946.697,812.517,0.0269165,-0.188904
8,13,0.00460796,3.18531,-0.136102,946.294,969.539,-0.243286,0.00830078
8,14,0.00460796,3.18531,-0.136102,946.22,1127.18,-0.23468,0.065918
8,15,0.00460796,3.18531,-0.136102,946.128,1285.62,-0.293579,0.220093
8,16,0.00460796,3.18531,-0.136102,867.609,735.173,-0.216064,-0.127441
8,17,0.00460796,3.18531,-0.136102,867.327,891.535,-0.162231,-0.0982666
8,18,0.00460796,3.18531,-0.136102,866.882,1048.67,-0.32666,-0.0697021
8,19,0.00460796,3.18531,-0.136102,866.617,1206.67,-0.367554,0.0864258
8,20,0.00460796,3.18531,-0.136102,788.547,813.898,-0.202698,-0.151733
8,21,0.00460796,3.18531,-0.136102,787.956,970.618,-0.309082,-0.0530396
8,22,0.00460796,3.18531,-0.136102,787.597,1128.24,-0.247803,0.197266
8,23,0.00460796,3.18531,-0.136102,786.961,1286.46,-0.527039,0.333618
8,24,0.00460796,3.18531,-0.136102,710.038,736.627,-0.290344,-0.161865
8,25,0.00460796,3.18531,-0.136102,709.335,892.896,-0.299255,-0.0165405
8,26,0.00460796,3.18531,-0.136102,708.611,1049.84,-0.398682,0.0354004
8,27,0.00460796,3.18531,-0.136102,707.985,1207.53,-0.47113,0.0965576
9,0,0.00446485,3.18384,-0.137118,985.115,729.48,0.259094,-0.710815
9,1,0.00446485,3.18384,-0.137118,985.232,886.712,0.455017,-0.528809
9,2,0.00446485,3.18384,-0.137118,985.035,1044.86,0.29071,-0.221191
9,3,0.00446485,3.18384,-0.137118,984.951,1203.6,0.192444,-0.0544434
9,4,0.00446485,3.18384,-0.137118,905.617,808.887,0.189453,-0.368408
9,5,0.00446485,3.18384,-0.137118,905.417,966.259,0.224243,-0.348206
9,6,0.00446485,3.18384,-0.137118,905.14,1124.71,0.128723,-0.0098877
9,7,0.00446485,3.18384,-0.137118,904.941,1283.81,0.0568237,0.247803
9,8,0.00446485,3.18384,-0.137118,826.532,731.266,0.143616,-0.324829
9,9,0.00446485,3.18384,-0.137118,826.029,888.231,0.0831909,-0.213074
9,10,0.00446485,3.18384,-0.137118,825.654,1046.08,0.09198,0.0020752
9,11,0.00446485,3.18384,-0.137118,825.107,1204.53,-0.132263,0.067749
9,12,0.00446485,3.18384,-0.137118,747.036,810.437,0.0250854,-0.160645
9,13,0.00446485,3.18384,-0.137118,746.153,967.805,-0.266846,0.0595703
9,14,0.00446485,3.18384,-0.137118,745.666,1125.75,-0.230225,0.098999
9,15,0.00446485,3.18384,-0.137118,745.168,1284.52,-0.272095,0.231812
9,16,0.00446485,3.18384,-0.137118,668.222,733.036,-0.178284,-0.0411377
9,17,0.00446485,3.18384,-0.137118,667.433,889.675,-0.161926,-0.0457764
9,18,0.00446485,3.18384,-0.137118,666.571,1047.12,-0.292542,-0.0301514
9,19,0.00446485,3.18384,-0.137118,665.898,1205.41,-0.308167,0.0969238
9,20,0.00446485,3.18384,-0.137118,588.951,811.921,-0.145386,-0.0987549
9,21,0.00446485,3.18384,-0.137118,587.879,968.897,-0.2724,-0.0513306
9,22,0.00446485,3.18384,-0.137118,587.098,1126.84,-0.188843,0.202759
9,23,0.00446485,3.18384,-0.137118,586.094,1285.35,-0.411499,0.311279
9,24,0.00446485,3.18384,-0.137118,510.689,734.519,-0.245636,-0.132202
9,25,0.00446485,3.18384,-0.137118,509.531,891.043,-0.239716,-0.0271606
9,26,0.00446485,3.18384,-0.137118,508.375,1048.3,-0.317535,0.0323486
9,27,0.00446485,3.18384,-0.137118,507.319,1206.26,-0.38501,0.0529785
10,0,0.00429429,3.18254,-0.137889,781.58,725.505,0.188477,-0.626038
10,1,0.00429429,3.18254,-0.137889,781.229,883.04,0.401062,-0.414856
10,2,0.00429429,3.18254,-0.137889,780.6,1041.42,0.270935,-0.154663
10,3,0.00429429,3.18254,-0.137889,780.028,1200.41,0.133118,-0.0362549
10,4,0.00429429,3.18254,-0.137889,701.917,805.101,0.181274,-0.272339
10,5,0.00429429,3.18254,-0.137889,701.199,962.699,0.174683,-0.295593
10,6,0.00429429,3.18254,-0.137889,700.517,1121.41,0.132507,0.0262451
10,7,0.00429429,3.18254,-0.137889,699.882,1280.77,0.0650635,0.254395
10,8,0.00429429,3.18254,-0.137889,623.091,727.363,0.120056,-0.257446
10,9,0.00429429,3.18254,-0.137889,622.131,884.602,0.0896606,-0.130737
10,10,0.00429429,3.18254,-0.137889,621.261,1042.68,0.0710449,0.0477295
10,11,0.00429429,3.18254,-0.137889,620.31,1201.37,-0.107056,0.0810547
10,12,0.00429429,3.18254,-0.137889,543.45,806.701,0.0588379,-0.0952759
10,13,0.00429429,3.18254,-0.137889,542.079,964.265,-0.24292,0.0670166
10,14,0.00429429,3.18254,-0.137889,541.121,1122.48,-0.216187,0.111084
10,15,0.00429429,3.18254,-0.137889,540.218,1281.44,-0.222534,0.179565
10,16,0.00429429,3.18254,-0.137889,464.897,729.226,-0.184906,0.0291138
10,17,0.00429429,3.18254,-0.137889,463.638,886.028,-0.150787,-0.0546265
10,18,0.00429429,3.18254,-0.137889,462.326,1043.69,-0.261688,-0.0620117
10,19,0.00429429,3.18254,-0.137889,461.234,1202.2,-0.245239,0.0229492
10,20,0.00429429,3.18254,-0.137889,385.497,808.216,-0.104553,-0.0836792
10,21,0.00429429,3.18254,-0.137889,383.938,965.393,-0.238892,-0.0727539
10,22,0.00429429,3.18254,-0.137889,382.762,1123.54,-0.0894165,0.138184
10,23,0.00429429,3.18254,-0.137889,381.292,1282.26,-0.335693,0.205933
10,24,0.00429429,3.18254,-0.137889,307.578,730.728,-0.189087,-0.131165
10,25,0.00429429,3.18254,-0.137889,305.923,887.456,-0.191437,-0.0477295
10,26,0.00429429,3.18254,-0.137889,304.325,1044.93,-0.241943,-0.00769043
10,27,0.00429429,3.18254,-0.137889,302.843,1203.03,-0.282837,-0.0761719
11,0,0.00340641,3.18189,-0.141151,787.585,1000.12,0.265625,-0.557739
11,1,0.00340641,3.18189,-0.141151,787.203,1158.37,0.422119,-0.408325
11,2,0.00340641,3.18189,-0.141151,786.583,1317.46,0.275574,-0.1521
11,3,0.00340641,3.18189,-0.141151,786.059,1477.07,0.159058,-0.0592041
11,4,0.00340641,3.18189,-0.141151,707.825,1079.85,0.194641,-0.240479
11,5,0.00340641,3.18189,-0.141151,707.173,1238.17,0.218018,-0.283813
11,6,0.00340641,3.18189,-0.141151,706.46,1397.53,0.108582,0.00415039
11,7,0.00340641,3.18189,-0.141151,705.845,1557.42,0.0251465,0.162598
11,8,0.00340641,3.18189,-0.141151,628.98,1001.47,0.184204,-0.239197
11,9,0.00340641,3.18189,-0.141151,627.999,1159.47,0.0866699,-0.12561
11,10,0.00340641,3.18189,-0.141151,627.186,1318.25,0.0792236,0.0418701
11,11,0.00340641,3.18189,-0.141151,626.247,1477.53,-0.133972,0.022583
11,12,0.00340641,3.18189,-0.141151,549.244,1080.96,0.0522461,-0.0723877
11,13,0.00340641,3.18189,-0.141151,547.921,1239.25,-0.256897,0.0675049
11,14,0.00340641,3.18189,-0.141151,547.04,1398.12,-0.210693,0.0919189
11,15,0.00340641,3.18189,-0.141151,546.182,1557.62,-0.228638,0.0827637
11,16,0.00340641,3.18189,-0.141151,470.622,1002.79,-0.179413,-0.000915527
11,17,0.00340641,3.18189,-0.141151,469.449,1160.42,-0.124359,-0.0358887
11,18,0.00340641,3.18189,-0.141151,468.173,1318.76,-0.26593,-0.0817871
11,19,0.00340641,3.18189,-0.141151,467.148,1477.88,-0.250305,-0.0202637
11,20,0.00340641,3.18189,-0.141151,391.19,1081.93,-0.114075,-0.104858
11,21,0.00340641,3.18189,-0.141151,389.726,1239.82,-0.229614,-0.120483
11,22,0.00340641,3.18189,-0.141151,388.622,1398.63,-0.0852661,0.0776367
11,23,0.00340641,3.18189,-0.141151,387.226,1557.93,-0.33374,0.102173
11,24,0.00340641,3.18189,-0.141151,313.238,1003.81,-0.139526,-0.128113
11,25,0.00340641,3.18189,-0.141151,311.635,1161.31,-0.173859,-0.045166
